bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
3.0,Super built-up  Area,Anjanapura,Anjanapura,1843.0,87.54,L,Ready,Unknown,8754000.0,4749.864351600651
4.0,Plot  Area,3rd Block Banashankari,3rd Block Banashankari,1200.0,175.0,L,Ready,Unknown,17500000.0,14583.333333333334
2.0,Super built-up  Area,Somasundara Palya,Somasundara Palya,1186.0,76.0,L,Ready,Unknown,7600000.0,6408.0944350758855
1.0,Super built-up  Area,Haralur Road,Haralur Road,560.0,45.0,L,Under Construction,New,4500000.0,8035.714285714285
3.0,Super built-up  Area,Narayanapura,Narayanapura,2357.0,135.0,L,Ready,Unknown,13500000.0,5727.619855748833
4.0,Plot  Area,Mahalakshmi Layout,Mahalakshmi Layout,1200.0,160.0,L,Ready,Unknown,16000000.0,13333.333333333334
3.0,Super built-up  Area,Yelahanka,Yelahanka,1823.0,103.0,L,Under Construction,New,10300000.0,5650.027427317608
3.0,Built-up  Area,Rajasree Layout,Rajasree Layout,1310.0,90.0,L,Ready,Unknown,9000000.0,6870.229007633588
3.0,Super built-up  Area,Varthur,Varthur,1520.0,60.0,L,Ready,Unknown,6000000.0,3947.3684210526317
3.0,Super built-up  Area,Bhoganhalli,Bhoganhalli,1610.0,74.03,L,Under Construction,New,7403000.0,4598.1366459627325
3.0,Plot  Area,Whitefield,Whitefield,1500.0,78.57,L,Under Construction,New,7856999.999999999,5237.999999999999
3.0,Super built-up  Area,LB Shastri Nagar,LB Shastri Nagar,1400.0,80.0,L,Ready,Unknown,8000000.0,5714.285714285715
3.0,Super built-up  Area,HRBR Layout,HRBR Layout,1625.0,120.0,L,Ready,Unknown,12000000.0,7384.615384615385
5.0,Plot  Area,Chikkalasandra,Chikkalasandra,1500.0,265.0,L,Ready,Unknown,26500000.0,17666.666666666668
2.0,Built-up  Area,Hessarghatta,Hessarghatta,900.0,24.0,L,Ready,Unknown,2400000.0,2666.6666666666665
2.0,Built-up  Area,Talaghattapura,Talaghattapura,1100.0,32.0,L,Ready,Unknown,3200000.0,2909.090909090909
2.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,1000.0,50.0,L,Ready,Unknown,5000000.0,5000.0
4.0,Super built-up  Area,Old Airport Road,Old Airport Road,2774.0,197.0,L,Under Construction,New,19700000.0,7101.658255227109
1.0,Super built-up  Area,Yeshwanthpur,Yeshwanthpur,994.0,54.67,L,Ready,Unknown,5467000.0,5500.0
3.0,Super built-up  Area,Kaggadasapura,Kaggadasapura,1455.0,75.0,L,Ready,Unknown,7500000.0,5154.639175257732
5.0,Plot  Area,Chandapura,Chandapura,1200.0,79.0,L,Ready,Unknown,7900000.0,6583.333333333333
2.0,Built-up  Area,Lakshminarayana Pura,Lakshminarayana Pura,1172.0,75.0,L,Ready,Unknown,7500000.0,6399.317406143345
3.0,Super built-up  Area,Hennur,Hennur,1935.0,102.0,L,Ready,Unknown,10200000.0,5271.3178294573645
3.0,Super built-up  Area,Rachenahalli,Rachenahalli,1856.0,106.0,L,Ready,Unknown,10600000.0,5711.206896551724
3.0,Super built-up  Area,Old Airport Road,Old Airport Road,2392.0,249.0,L,Ready,Unknown,24900000.0,10409.69899665552
2.0,Super built-up  Area,Uttarahalli,Uttarahalli,900.0,35.0,L,Ready,Unknown,3500000.0,3888.8888888888887
3.0,Built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1757.0,98.0,L,Ready,Unknown,9800000.0,5577.689243027889
2.0,Super built-up  Area,Kudlu,Kudlu,1027.0,44.0,L,Ready,Unknown,4400000.0,4284.323271665044
3.0,Super built-up  Area,Whitefield,Whitefield,1626.0,85.0,L,Ready,Unknown,8500000.0,5227.552275522755
2.0,Super built-up  Area,Dr Shivarama Karantha Nagar,Dr Shivarama Karantha Nagar,1200.0,54.0,L,Ready,Unknown,5400000.0,4500.0
3.0,Super built-up  Area,Hoodi,Hoodi,1559.0,81.55,L,Under Construction,New,8155000.0,5230.917254650417
2.0,Super built-up  Area,Amruthahalli,Amruthahalli,1190.0,50.0,L,Ready,Unknown,5000000.0,4201.680672268908
2.0,Super built-up  Area,KR Puram,KR Puram,1200.0,72.0,L,Ready,Unknown,7200000.0,6000.0
2.0,Super built-up  Area,Harlur,Harlur,1174.0,74.0,L,Ready,Unknown,7400000.0,6303.236797274276
2.0,Built-up  Area,Kanakpura Road,Kanakpura Road,1140.0,65.0,L,Ready,Unknown,6500000.0,5701.754385964912
3.0,Built-up  Area,Vibuthipura,Vibuthipura,1603.0,125.0,L,Ready,Unknown,12500000.0,7797.878976918279
3.0,Super built-up  Area,Subramanyapura,Subramanyapura,1278.0,70.0,L,Ready,Unknown,7000000.0,5477.308294209703
3.0,Super built-up  Area,Krishna Reddy Layout,Krishna Reddy Layout,2180.0,285.0,L,Ready,Unknown,28500000.0,13073.394495412844
2.0,Super built-up  Area,Banashankari Stage III,Banashankari Stage III,1085.0,50.0,L,Ready,Unknown,5000000.0,4608.294930875576
2.0,Super built-up  Area,Whitefield,Whitefield,1195.0,61.36,L,Under Construction,New,6136000.0,5134.728033472803
1.0,Plot  Area,Kamakshipalya,Kamakshipalya,450.0,30.0,L,Ready,Unknown,3000000.0,6666.666666666667
1.0,Super built-up  Area,Attibele,Attibele,550.0,11.5,L,Ready,Unknown,1150000.0,2090.909090909091
2.0,Super built-up  Area,Kenchenahalli,Kenchenahalli,1165.0,45.0,L,Ready,Unknown,4500000.0,3862.6609442060085
4.0,Super built-up  Area,1st Stage Indira Nagar,1st Stage Indira Nagar,3000.0,301.0,L,Ready,Unknown,30100000.0,10033.333333333334
3.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,1452.0,60.0,L,Ready,Unknown,6000000.0,4132.231404958678
1.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,702.0,52.0,L,Under Construction,New,5200000.0,7407.407407407408
2.0,Super built-up  Area,Banashankari,Banashankari,1020.0,42.83,L,Ready,Unknown,4283000.0,4199.019607843137
2.0,Super built-up  Area,Devanahalli,Devanahalli,1340.0,65.0,L,Under Construction,New,6500000.0,4850.746268656716
2.0,Super built-up  Area,Marathahalli,Marathahalli,1125.0,54.8,L,Under Construction,New,5480000.0,4871.111111111111
2.0,Super built-up  Area,JCR Layout,JCR Layout,1160.0,40.53,L,Ready,Unknown,4053000.0,3493.9655172413795
2.0,Built-up  Area,Vidyaranyapura,Vidyaranyapura,1050.0,50.0,L,Ready,Unknown,5000000.0,4761.9047619047615
3.0,Super built-up  Area,JP Nagar,JP Nagar,1960.0,138.0,L,Under Construction,New,13800000.0,7040.816326530612
2.0,Built-up  Area,Ganga Nagar,Ganga Nagar,1200.0,52.0,L,Ready,Unknown,5200000.0,4333.333333333333
3.0,Plot  Area,Judicial Layout,Judicial Layout,1200.0,220.0,L,Ready,Unknown,22000000.0,18333.333333333332
4.0,Super built-up  Area,Old Airport Road,Old Airport Road,3496.0,262.0,L,Under Construction,New,26200000.0,7494.279176201373
2.0,Super built-up  Area,Electronic City,Electronic City,975.0,32.0,L,Ready,Unknown,3200000.0,3282.051282051282
3.0,Super built-up  Area,Kudlu,Kudlu,1700.0,125.0,L,Ready,Unknown,12500000.0,7352.941176470588
4.0,Built-up  Area,8th Phase JP Nagar,8th Phase JP Nagar,1800.0,230.0,L,Ready,Unknown,23000000.0,12777.777777777777
4.0,Plot  Area,Madavara,Madavara,612.0,47.0,L,Ready,Unknown,4700000.0,7679.738562091503
2.0,Built-up  Area,Brooke Bond First Cross,Brooke Bond First Cross,1275.0,69.0,L,Ready,Unknown,6900000.0,5411.764705882353
1.0,Built-up  Area,Yeshwanthpur,Yeshwanthpur,650.0,40.0,L,Ready,Unknown,4000000.0,6153.846153846154
2.0,Super built-up  Area,Kasavanhalli,Kasavanhalli,1495.0,110.0,L,Ready,Unknown,11000000.0,7357.859531772575
2.0,Super built-up  Area,Hebbal,Hebbal,1200.0,48.0,L,Ready,Unknown,4800000.0,4000.0
5.0,Plot  Area,Sarjapura - Attibele Road,Sarjapura - Attibele Road,3750.0,295.0,L,Ready,Unknown,29500000.0,7866.666666666667
3.0,Super built-up  Area,Hennur Road,Hennur Road,1679.0,94.86,L,Under Construction,New,9486000.0,5649.791542584872
3.0,Super built-up  Area,Kaval Byrasandra,Kaval Byrasandra,1450.0,75.0,L,Ready,Unknown,7500000.0,5172.413793103448
2.0,Super built-up  Area,Balagere,Balagere,1210.0,82.0,L,Under Construction,New,8200000.0,6776.859504132231
3.0,Super built-up  Area,Dwaraka Nagar,Dwaraka Nagar,1300.0,51.0,L,Under Construction,New,5100000.0,3923.076923076923
2.0,Super built-up  Area,Judicial Layout,Judicial Layout,1165.0,49.61,L,Ready,Unknown,4961000.0,4258.369098712446
3.0,Super built-up  Area,Keshava Nagar,Keshava Nagar,1623.0,155.0,L,Ready,Unknown,15500000.0,9550.215650030807
2.0,Super built-up  Area,Channasandra,Channasandra,1115.0,35.8,L,Ready,Unknown,3579999.9999999995,3210.7623318385645
1.0,Super built-up  Area,BTM Layout,BTM Layout,450.0,20.0,L,Ready,Unknown,2000000.0,4444.444444444444
2.0,Super built-up  Area,Electronics City Phase 1,Electronics City Phase 1,1170.0,62.0,L,Under Construction,New,6200000.0,5299.145299145299
4.0,Built-up  Area,KR Puram,KR Puram,2065.0,248.0,L,Ready,Unknown,24800000.0,12009.685230024214
3.0,Built-up  Area,Marathahalli,Marathahalli,1700.0,126.0,L,Ready,Unknown,12600000.0,7411.764705882353
6.0,Plot  Area,Uttarahalli,Uttarahalli,1080.0,160.0,L,Ready,Unknown,16000000.0,14814.814814814816
2.0,Super built-up  Area,Malleshpalya,Malleshpalya,1245.0,55.0,L,Ready,Unknown,5500000.0,4417.6706827309235
2.0,Built-up  Area,Kanakapura,Kanakapura,1017.0,66.0,L,Under Construction,New,6600000.0,6489.675516224189
6.0,Plot  Area,7th Phase JP Nagar,7th Phase JP Nagar,650.0,80.0,L,Ready,Unknown,8000000.0,12307.692307692309
2.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,1242.0,75.0,L,Under Construction,New,7500000.0,6038.647342995169
3.0,Super built-up  Area,Yelahanka,Yelahanka,1792.0,104.0,L,Under Construction,New,10400000.0,5803.571428571428
3.0,Super built-up  Area,Garebhavipalya,Garebhavipalya,1275.0,55.0,L,Under Construction,New,5500000.0,4313.725490196079
6.0,Plot  Area,8th Phase JP Nagar,8th Phase JP Nagar,1200.0,260.0,L,Ready,Unknown,26000000.0,21666.666666666668
3.0,Plot  Area,7th Block Jayanagar,7th Block Jayanagar,2400.0,408.0,L,Ready,Unknown,40800000.0,17000.0
1.0,Super built-up  Area,Electronic City,Electronic City,605.0,22.0,L,Ready,Unknown,2200000.0,3636.3636363636365
4.0,Plot  Area,HBR Layout,HBR Layout,1200.0,115.0,L,Ready,Unknown,11500000.0,9583.333333333334
3.0,Super built-up  Area,Electronics City Phase 1,Electronics City Phase 1,1450.0,79.0,L,Under Construction,New,7900000.0,5448.275862068966
3.0,Plot  Area,Bommenahalli,Bommenahalli,1232.0,96.0,L,Ready,Unknown,9600000.0,7792.207792207792
5.0,Plot  Area,Laggere,Laggere,1800.0,70.0,L,Ready,Unknown,7000000.0,3888.8888888888887
1.0,Built-up  Area,Sidedahalli,Sidedahalli,900.0,52.3,L,Ready,Unknown,5230000.0,5811.111111111111
2.0,Super built-up  Area,Kaggadasapura,Kaggadasapura,1200.0,40.0,L,Ready,Unknown,4000000.0,3333.3333333333335
4.0,Super built-up  Area,Kadugodi,Kadugodi,2100.0,204.0,L,Ready,Unknown,20400000.0,9714.285714285714
2.0,Super built-up  Area,Uttarahalli,Uttarahalli,1065.0,42.6,L,Under Construction,New,4260000.0,4000.0
2.0,Super built-up  Area,AGS Layout,AGS Layout,1075.0,48.38,L,Ready,Unknown,4838000.0,4500.46511627907
6.0,Plot  Area,Anand Nagar,Anand Nagar,1508.0,240.0,L,Ready,Unknown,24000000.0,15915.119363395226
2.0,Super built-up  Area,Lake City,Lake City,780.0,31.0,L,Ready,Unknown,3100000.0,3974.358974358974
2.0,Super built-up  Area,7th Phase JP Nagar,7th Phase JP Nagar,1070.0,42.79,L,Ready,Unknown,4279000.0,3999.0654205607475
3.0,Super built-up  Area,Haralur Road,Haralur Road,1464.0,56.0,L,Ready,Unknown,5600000.0,3825.136612021858
3.0,Super built-up  Area,Ramagondanahalli,Ramagondanahalli,1910.0,150.0,L,Under Construction,New,15000000.0,7853.4031413612565
2.0,Built-up  Area,Cox Town,Cox Town,1280.0,120.0,L,Ready,Unknown,12000000.0,9375.0
3.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1530.0,64.0,L,Ready,Unknown,6400000.0,4183.006535947712
4.0,Built-up  Area,Bhoganhalli,Bhoganhalli,2439.0,170.0,L,Ready,Unknown,17000000.0,6970.069700697007
2.0,Super built-up  Area,Varsova Layout,Varsova Layout,1088.0,43.5,L,Ready,Unknown,4350000.0,3998.1617647058824
2.0,Super built-up  Area,Harlur,Harlur,1174.0,78.0,L,Ready,Unknown,7800000.0,6643.9522998296425
3.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1587.0,73.8,L,Under Construction,New,7380000.0,4650.283553875236
2.0,Built-up  Area,Kaggadasapura,Kaggadasapura,1045.0,55.0,L,Ready,Unknown,5500000.0,5263.1578947368425
2.0,Super built-up  Area,Yelahanka,Yelahanka,1304.0,69.97,L,Ready,Unknown,6997000.0,5365.79754601227
2.0,Super built-up  Area,Whitefield,Whitefield,1100.0,65.0,L,Ready,Unknown,6500000.0,5909.090909090909
3.0,Super built-up  Area,Hennur Road,Hennur Road,1482.0,68.9,L,Under Construction,New,6890000.000000001,4649.122807017545
3.0,Built-up  Area,Devanahalli,Devanahalli,2125.0,107.0,L,Under Construction,New,10700000.0,5035.294117647059
5.0,Super built-up  Area,Varthur,Varthur,1000.0,65.0,L,Ready,Unknown,6500000.0,6500.0
2.0,Super built-up  Area,Parappana Agrahara,Parappana Agrahara,1194.0,45.0,L,Ready,Unknown,4500000.0,3768.8442211055276
2.0,Super built-up  Area,Kengeri,Kengeri,1200.0,42.0,L,Ready,Unknown,4200000.0,3500.0
2.0,Super built-up  Area,Volagerekallahalli,Volagerekallahalli,1070.0,32.99,L,Ready,Unknown,3299000.0,3083.177570093458
2.0,Super built-up  Area,Whitefield,Whitefield,1100.0,46.5,L,Ready,Unknown,4650000.0,4227.272727272727
3.0,Built-up  Area,Whitefield,Whitefield,1270.0,65.0,L,Ready,Unknown,6500000.0,5118.110236220473
2.0,Super built-up  Area,Marasandra,Marasandra,1000.0,31.0,L,Ready,Unknown,3100000.0,3100.0
2.0,Super built-up  Area,Vittasandra,Vittasandra,1246.0,69.0,L,Ready,Unknown,6900000.0,5537.720706260032
3.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1529.0,51.77,L,Ready,Unknown,5177000.0,3385.8731196860695
2.0,Super built-up  Area,Thanisandra,Thanisandra,1185.0,42.0,L,Ready,Unknown,4200000.0,3544.3037974683543
2.0,Super built-up  Area,Gubbalala,Gubbalala,1060.0,46.0,L,Ready,Unknown,4600000.0,4339.622641509434
3.0,Super built-up  Area,Ananth Nagar,Ananth Nagar,1319.0,37.75,L,Ready,Unknown,3775000.0,2862.016679302502
2.0,Super built-up  Area,Kaikondrahalli,Kaikondrahalli,991.0,64.0,L,Ready,Unknown,6400000.0,6458.123107971745
1.0,Super built-up  Area,Thanisandra,Thanisandra,662.0,38.0,L,Ready,Unknown,3800000.0,5740.181268882176
2.0,Built-up  Area,Nandini Layout,Nandini Layout,1200.0,110.0,L,Ready,Unknown,11000000.0,9166.666666666666
3.0,Plot  Area,tc.palya,tc.palya,1400.0,78.0,L,Under Construction,New,7800000.0,5571.428571428572
3.0,Super built-up  Area,Talaghattapura,Talaghattapura,1575.0,80.0,L,Ready,Unknown,8000000.0,5079.3650793650795
2.0,Plot  Area,Hosakerehalli,Hosakerehalli,600.0,65.0,L,Ready,Unknown,6500000.0,10833.333333333334
5.0,Plot  Area,Electronic City,Electronic City,717.0,78.0,L,Ready,Unknown,7800000.0,10878.661087866109
3.0,Super built-up  Area,Ananth Nagar,Ananth Nagar,1319.0,42.0,L,Ready,Unknown,4200000.0,3184.230477634572
3.0,Plot  Area,Brookefield,Brookefield,2000.0,300.0,L,Ready,Unknown,30000000.0,15000.0
3.0,Plot  Area,9th Phase JP Nagar,9th Phase JP Nagar,600.0,85.0,L,Ready,Unknown,8500000.0,14166.666666666666
2.0,Super built-up  Area,Electronics City Phase 1,Electronics City Phase 1,940.0,48.0,L,Ready,Unknown,4800000.0,5106.382978723404
1.0,Built-up  Area,Singasandra,Singasandra,600.0,45.0,L,Ready,Unknown,4500000.0,7500.0
2.0,Super built-up  Area,Chandapura,Chandapura,985.0,25.12,L,Under Construction,New,2512000.0,2550.253807106599
2.0,Plot  Area,Kodigehalli,Kodigehalli,500.0,55.0,L,Ready,Unknown,5500000.0,11000.0
2.0,Super built-up  Area,Bharathi Nagar,Bharathi Nagar,1349.0,56.7,L,Ready,Unknown,5670000.0,4203.113417346182
3.0,Built-up  Area,Whitefield,Whitefield,3117.0,261.0,L,Under Construction,New,26100000.0,8373.435996150145
3.0,Super built-up  Area,HSR Layout,HSR Layout,1844.0,95.0,L,Ready,Unknown,9500000.0,5151.843817787419
3.0,Super built-up  Area,Thigalarapalya,Thigalarapalya,1830.0,150.0,L,Ready,Unknown,15000000.0,8196.72131147541
3.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,2275.0,185.0,L,Ready,Unknown,18500000.0,8131.868131868132
4.0,Super built-up  Area,Bannerghatta,Bannerghatta,2895.5,246.0,L,Under Construction,New,24600000.0,8495.941978932828
2.0,Super built-up  Area,Varthur Road,Varthur Road,1140.0,49.11,L,Under Construction,New,4911000.0,4307.894736842105
3.0,Plot  Area,Banjara Layout,Banjara Layout,900.0,79.0,L,Ready,Unknown,7900000.0,8777.777777777777
3.0,Super built-up  Area,Jaya Mahal layout,Jaya Mahal layout,2648.0,238.0,L,Ready,Unknown,23800000.0,8987.915407854985
3.0,Super built-up  Area,Banashankari,Banashankari,1372.0,48.02,L,Ready,Unknown,4802000.0,3500.0
3.0,Built-up  Area,Sanne Amanikere,Sanne Amanikere,1455.0,45.0,L,Ready,Unknown,4500000.0,3092.783505154639
2.0,Super built-up  Area,Hebbal,Hebbal,1100.0,38.0,L,Ready,Unknown,3800000.0,3454.5454545454545
2.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1295.0,55.47,L,Ready,Unknown,5547000.0,4283.397683397683
3.0,Super built-up  Area,Vajarahalli,Vajarahalli,1475.0,80.0,L,Under Construction,New,8000000.0,5423.728813559322
3.0,Super built-up  Area,Nagavarapalya,Nagavarapalya,1788.0,164.0,L,Under Construction,New,16400000.0,9172.259507829978
2.0,Super built-up  Area,Haralur Road,Haralur Road,1243.0,46.0,L,Ready,Unknown,4600000.0,3700.7240547063557
3.0,Super built-up  Area,Yeshwanthpur,Yeshwanthpur,1855.0,140.0,L,Ready,Unknown,14000000.0,7547.169811320755
3.0,Super built-up  Area,Kudlu Gate,Kudlu Gate,1850.0,120.0,L,Under Construction,New,12000000.0,6486.486486486487
3.0,Super built-up  Area,Marathahalli,Marathahalli,1315.0,60.0,L,Ready,Unknown,6000000.0,4562.737642585551
2.0,Super built-up  Area,Whitefield,Whitefield,1216.0,73.0,L,Under Construction,New,7300000.0,6003.289473684211
3.0,Super built-up  Area,Brooke Bond First Cross,Brooke Bond First Cross,1721.0,93.0,L,Ready,Unknown,9300000.0,5403.834979662986
2.0,Super built-up  Area,Sonnenahalli,Sonnenahalli,1059.0,62.0,L,Under Construction,New,6200000.0,5854.579792256846
2.0,Built-up  Area,Kadubeesanahalli,Kadubeesanahalli,1184.0,55.0,L,Ready,Unknown,5500000.0,4645.27027027027
7.0,Plot  Area,Yelahanka,Yelahanka,1400.0,175.0,L,Ready,Unknown,17500000.0,12500.0
3.0,Super built-up  Area,Koramangala,Koramangala,2223.0,300.0,L,Ready,Unknown,30000000.0,13495.27665317139
3.0,Built-up  Area,Kodbisanhalli,Kodbisanhalli,1480.0,75.0,L,Ready,Unknown,7500000.0,5067.5675675675675
2.0,Super built-up  Area,Kodigehalli,Kodigehalli,635.0,28.0,L,Ready,Unknown,2800000.0,4409.4488188976375
2.0,Plot  Area,BEML Layout,BEML Layout,2400.0,228.0,L,Ready,Unknown,22800000.0,9500.0
4.0,Built-up  Area,JP Nagar,JP Nagar,1500.0,87.0,L,Ready,Unknown,8700000.0,5800.0
2.0,Super built-up  Area,Hosa Road,Hosa Road,1143.0,34.2,L,Under Construction,New,3420000.0000000005,2992.125984251969
4.0,Plot  Area,Sarjapur  Road,Sarjapur  Road,3200.0,350.0,L,Ready,Unknown,35000000.0,10937.5
4.0,Plot  Area,Kanakpura Road,Kanakpura Road,3170.0,250.0,L,Under Construction,New,25000000.0,7886.435331230284
4.0,Built-up  Area,Vaishnavi Layout,Vaishnavi Layout,4800.0,420.0,L,Ready,Unknown,42000000.0,8750.0
3.0,Super built-up  Area,Kothannur,Kothannur,1485.0,59.4,L,Ready,Unknown,5940000.0,4000.0
3.0,Super built-up  Area,Rajaji Nagar,Rajaji Nagar,1640.0,251.0,L,Ready,Unknown,25100000.0,15304.878048780487
3.0,Super built-up  Area,Hennur,Hennur,1655.0,70.5,L,Ready,Unknown,7050000.0,4259.818731117824
2.0,Super built-up  Area,2nd Phase Judicial Layout,2nd Phase Judicial Layout,900.0,41.0,L,Under Construction,New,4100000.0,4555.555555555556
3.0,Super built-up  Area,Somasundara Palya,Somasundara Palya,1600.0,69.0,L,Ready,Unknown,6900000.0,4312.5
2.0,Built-up  Area,Neelamangala,Neelamangala,1163.0,68.0,L,Ready,Unknown,6800000.0,5846.947549441101
1.0,Carpet  Area,Yelahanka New Town,Yelahanka New Town,485.021334,18.0,L,Ready,Unknown,1800000.0,3711.1769603107805
3.0,Super built-up  Area,Hennur Road,Hennur Road,1654.0,97.8,L,Ready,Unknown,9780000.0,5912.938331318017
1.0,Super built-up  Area,Pragathi Nagar,Pragathi Nagar,801.0,33.645,L,Under Construction,New,3364500.0000000005,4200.374531835207
4.0,Built-up  Area,Ngef Layout,Ngef Layout,2100.0,1000.0,L,Ready,Unknown,100000000.0,47619.04761904762
3.0,Super built-up  Area,Bellandur,Bellandur,1685.0,101.0,L,Under Construction,New,10100000.0,5994.06528189911
3.0,Built-up  Area,Banashankari,Banashankari,1540.0,80.0,L,Ready,Unknown,8000000.0,5194.805194805195
2.0,Super built-up  Area,Thanisandra,Thanisandra,1265.0,72.0,L,Under Construction,New,7200000.0,5691.699604743083
3.0,Super built-up  Area,Kasavanhalli,Kasavanhalli,1200.0,38.4,L,Ready,Unknown,3840000.0,3200.0
3.0,Built-up  Area,Amblipura,Amblipura,1300.0,80.0,L,Ready,Unknown,8000000.0,6153.846153846154
2.0,Super built-up  Area,Sultan Palaya,Sultan Palaya,1009.0,65.0,L,Ready,Unknown,6500000.0,6442.021803766105
3.0,Super built-up  Area,Ramamurthy Nagar Extension,Ramamurthy Nagar Extension,1540.0,65.0,L,Ready,Unknown,6500000.0,4220.779220779221
3.0,Built-up  Area,Bellandur,Bellandur,1735.0,105.0,L,Ready,Unknown,10500000.0,6051.873198847262
4.0,Plot  Area,HSR Layout,HSR Layout,2500.0,300.0,L,Ready,Unknown,30000000.0,12000.0
2.0,Super built-up  Area,Marsur,Marsur,497.0,20.0,L,Ready,Unknown,2000000.0,4024.1448692152917
3.0,Super built-up  Area,Hosakerehalli,Hosakerehalli,2480.0,265.0,L,Ready,Unknown,26500000.0,10685.483870967742
2.0,Built-up  Area,Electronic City,Electronic City,1142.0,35.0,L,Ready,Unknown,3500000.0,3064.7985989492117
3.0,Super built-up  Area,Doctors Layout,Doctors Layout,1215.0,46.8,L,Under Construction,New,4680000.0,3851.8518518518517
2.0,Super built-up  Area,Electronic City,Electronic City,1070.0,48.0,L,Ready,Unknown,4800000.0,4485.981308411215
2.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,1125.0,32.49,L,Under Construction,New,3249000.0,2888.0
2.0,Built-up  Area,Bommasandra Industrial Area,Bommasandra Industrial Area,1125.0,32.49,L,Under Construction,New,3249000.0,2888.0
2.0,Super built-up  Area,Kasavanhalli,Kasavanhalli,1575.0,85.0,L,Ready,Unknown,8500000.0,5396.825396825397
2.0,Super built-up  Area,Hosa Road,Hosa Road,1360.0,77.61,L,Under Construction,New,7761000.0,5706.617647058823
3.0,Super built-up  Area,Haralur Road,Haralur Road,1710.0,85.0,L,Ready,Unknown,8500000.0,4970.7602339181285
2.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,1200.0,34.65,L,Under Construction,New,3465000.0,2887.5
4.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,2185.0,120.0,L,Ready,Unknown,12000000.0,5491.990846681922
4.0,Built-up  Area,Bagalur,Bagalur,2400.0,135.0,L,Ready,Unknown,13500000.0,5625.0
2.0,Super built-up  Area,Banashankari,Banashankari,1195.0,35.84,L,Ready,Unknown,3584000.0000000005,2999.1631799163183
2.0,Super built-up  Area,Vittasandra,Vittasandra,1246.0,67.0,L,Ready,Unknown,6700000.0,5377.2070626003215
2.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,1012.0,45.0,L,Ready,Unknown,4500000.0,4446.640316205534
2.0,Super built-up  Area,Ganga Nagar,Ganga Nagar,998.0,65.0,L,Ready,Unknown,6500000.0,6513.026052104208
3.0,Plot  Area,Doddaballapur,Doddaballapur,2400.0,250.0,L,Ready,Unknown,25000000.0,10416.666666666666
2.0,Super built-up  Area,7th Phase JP Nagar,7th Phase JP Nagar,1130.0,85.0,L,Ready,Unknown,8500000.0,7522.123893805309
3.0,Super built-up  Area,Koramangala,Koramangala,1744.0,210.0,L,Ready,Unknown,21000000.0,12041.284403669724
4.0,Super built-up  Area,Rajaji Nagar,Rajaji Nagar,2733.0,259.0,L,Under Construction,New,25900000.0,9476.765459202341
3.0,Super built-up  Area,Karuna Nagar,Karuna Nagar,1354.0,98.0,L,Ready,Unknown,9800000.0,7237.81388478582
10.0,Plot  Area,Maruthi Nagar,Maruthi Nagar,3300.0,450.0,L,Ready,Unknown,45000000.0,13636.363636363636
2.0,Super built-up  Area,Brookefield,Brookefield,1389.0,94.0,L,Ready,Unknown,9400000.0,6767.458603311735
4.0,Plot  Area,Sarjapur,Sarjapur,2970.0,130.0,L,Ready,Unknown,13000000.0,4377.104377104377
3.0,Super built-up  Area,Cooke Town,Cooke Town,2560.0,310.0,L,Ready,Unknown,31000000.0,12109.375
2.0,Super built-up  Area,Lakshminarayana Pura,Lakshminarayana Pura,1172.0,75.0,L,Ready,Unknown,7500000.0,6399.317406143345
3.0,Plot  Area,5th Block Jayanagar,5th Block Jayanagar,500.0,75.0,L,Ready,Unknown,7500000.0,15000.0
3.0,Super built-up  Area,Kaggadasapura,Kaggadasapura,1495.0,60.0,L,Ready,Unknown,6000000.0,4013.3779264214045
2.0,Super built-up  Area,Varthur,Varthur,1738.0,57.35,L,Ready,Unknown,5735000.0,3299.7698504027617
2.0,Super built-up  Area,Dodda Nekkundi,Dodda Nekkundi,1315.0,50.0,L,Ready,Unknown,5000000.0,3802.2813688212927
2.0,Super built-up  Area,Marathahalli,Marathahalli,1270.0,73.0,L,Ready,Unknown,7300000.0,5748.031496062992
2.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,1160.0,52.2,L,Under Construction,New,5220000.0,4500.0
3.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1450.0,67.0,L,Ready,Unknown,6700000.0,4620.689655172414
